method,split,risk_budget,seed,episodes,success,shape_error,memory_error,memory_calibration_error,mechanism_macro_f1,tail_risk,damage_rate,force_clip_rate,contact_rate,diagnostic_rate,max_stretch,strain_energy
ensemble_uncertainty_planner,combined_memory_stress,0.30,4,8,0.37500,0.13612,0.19575,0.11290,0.50000,0.62500,0.50000,0.03542,0.28750,1.00000,2.27275,1.13995
ensemble_uncertainty_planner,combined_memory_stress,0.30,5,8,0.12500,0.13666,0.21774,0.12593,0.50000,0.87500,0.87500,0.03333,0.39583,1.00000,2.40139,1.18141
ensemble_uncertainty_planner,combined_memory_stress,0.30,6,8,0.37500,0.14303,0.20327,0.12327,0.50000,0.62500,0.50000,0.03542,0.38542,1.00000,2.26352,1.16677
ensemble_uncertainty_planner,combined_memory_stress,0.30,7,8,0.37500,0.13875,0.15368,0.07320,0.50000,0.62500,0.62500,0.02917,0.42917,1.00000,2.32975,1.16654
ensemble_uncertainty_planner,combined_memory_stress,0.40,0,8,0.12500,0.13048,0.13242,0.04855,0.50000,0.87500,0.87500,0.03542,0.52917,1.00000,2.28296,1.10683
ensemble_uncertainty_planner,combined_memory_stress,0.40,1,8,0.37500,0.13914,0.20622,0.11616,0.50000,0.62500,0.50000,0.04375,0.27917,1.00000,2.28801,1.17601
ensemble_uncertainty_planner,combined_memory_stress,0.40,2,8,0.62500,0.13119,0.17795,0.09795,0.62500,0.37500,0.37500,0.03958,0.19792,1.00000,2.42194,1.09433
ensemble_uncertainty_planner,combined_memory_stress,0.40,3,8,0.25000,0.13899,0.21471,0.13048,0.50000,0.75000,0.62500,0.03542,0.40417,0.87500,2.28702,1.14934
ensemble_uncertainty_planner,combined_memory_stress,0.40,4,8,0.37500,0.13612,0.19575,0.11290,0.50000,0.62500,0.50000,0.03542,0.28750,1.00000,2.27275,1.13995
ensemble_uncertainty_planner,combined_memory_stress,0.40,5,8,0.12500,0.13666,0.21774,0.12593,0.50000,0.87500,0.87500,0.03333,0.39583,1.00000,2.40139,1.18141
ensemble_uncertainty_planner,combined_memory_stress,0.40,6,8,0.37500,0.14303,0.20327,0.12327,0.50000,0.62500,0.50000,0.03542,0.38542,1.00000,2.26352,1.16677
ensemble_uncertainty_planner,combined_memory_stress,0.40,7,8,0.37500,0.13875,0.15368,0.07320,0.50000,0.62500,0.62500,0.02917,0.42917,1.00000,2.32975,1.16654
ensemble_uncertainty_planner,hidden_strain_memory,0.10,0,8,0.50000,0.14409,0.16662,0.08662,0.62500,0.50000,0.12500,0.00834,0.05833,0.50000,2.23741,1.07270
ensemble_uncertainty_planner,hidden_strain_memory,0.10,1,8,0.62500,0.13625,0.15525,0.07525,0.75000,0.37500,0.12500,0.00625,0.00000,0.62500,2.29869,0.95580
ensemble_uncertainty_planner,hidden_strain_memory,0.10,2,8,0.25000,0.14163,0.21823,0.13520,0.50000,0.75000,0.37500,0.00417,0.22917,0.12500,2.18516,0.98840
ensemble_uncertainty_planner,hidden_strain_memory,0.10,3,8,0.50000,0.14063,0.12114,0.03939,0.75000,0.50000,0.12500,0.00417,0.06042,0.37500,2.21124,0.93218
ensemble_uncertainty_planner,hidden_strain_memory,0.10,4,8,0.37500,0.14417,0.17335,0.09335,0.75000,0.62500,0.25000,0.00625,0.09167,0.50000,2.25648,0.96681
ensemble_uncertainty_planner,hidden_strain_memory,0.10,5,8,0.37500,0.14642,0.18859,0.10859,0.50000,0.62500,0.37500,0.00625,0.16875,0.50000,2.19224,0.96370
ensemble_uncertainty_planner,hidden_strain_memory,0.10,6,8,0.50000,0.14206,0.17200,0.09200,0.87500,0.50000,0.00000,0.00208,0.18333,0.75000,2.16716,1.06113
ensemble_uncertainty_planner,hidden_strain_memory,0.10,7,8,0.62500,0.14456,0.13100,0.05100,0.75000,0.37500,0.12500,0.00625,0.04167,0.50000,2.26174,0.99659
ensemble_uncertainty_planner,hidden_strain_memory,0.20,0,8,0.50000,0.14150,0.16662,0.08662,0.62500,0.50000,0.37500,0.00834,0.15000,1.00000,2.41451,1.12762
ensemble_uncertainty_planner,hidden_strain_memory,0.20,1,8,0.62500,0.13859,0.15525,0.07525,0.75000,0.37500,0.25000,0.00834,0.03542,0.87500,2.42647,1.13107
ensemble_uncertainty_planner,hidden_strain_memory,0.20,2,8,0.12500,0.14546,0.21823,0.13520,0.62500,0.87500,0.75000,0.01042,0.35000,1.00000,2.30370,1.17615
ensemble_uncertainty_planner,hidden_strain_memory,0.20,3,8,0.50000,0.14184,0.12114,0.03939,0.62500,0.50000,0.37500,0.00834,0.21875,0.87500,2.42053,1.14540
ensemble_uncertainty_planner,hidden_strain_memory,0.20,4,8,0.50000,0.13601,0.17335,0.09335,0.62500,0.50000,0.37500,0.01042,0.18542,1.00000,2.38005,1.14087
ensemble_uncertainty_planner,hidden_strain_memory,0.20,5,8,0.37500,0.13971,0.18859,0.10859,0.62500,0.62500,0.62500,0.00834,0.31875,1.00000,2.41165,1.14663
ensemble_uncertainty_planner,hidden_strain_memory,0.20,6,8,0.50000,0.14484,0.17200,0.09200,0.75000,0.50000,0.25000,0.00625,0.18333,1.00000,2.35902,1.16297
ensemble_uncertainty_planner,hidden_strain_memory,0.20,7,8,0.62500,0.13875,0.13100,0.05100,0.62500,0.37500,0.37500,0.01250,0.19375,1.00000,2.41203,1.13914
ensemble_uncertainty_planner,hidden_strain_memory,0.30,0,8,0.50000,0.14150,0.16662,0.08662,0.62500,0.50000,0.37500,0.00834,0.15000,1.00000,2.41451,1.12762
ensemble_uncertainty_planner,hidden_strain_memory,0.30,1,8,0.62500,0.13859,0.15525,0.07525,0.75000,0.37500,0.25000,0.00834,0.03542,0.87500,2.42647,1.13107
ensemble_uncertainty_planner,hidden_strain_memory,0.30,2,8,0.12500,0.14546,0.21823,0.13520,0.62500,0.87500,0.75000,0.01042,0.35000,1.00000,2.30370,1.17615
ensemble_uncertainty_planner,hidden_strain_memory,0.30,3,8,0.50000,0.14184,0.12114,0.03939,0.62500,0.50000,0.37500,0.00834,0.21875,0.87500,2.42053,1.14540
ensemble_uncertainty_planner,hidden_strain_memory,0.30,4,8,0.50000,0.13601,0.17335,0.09335,0.62500,0.50000,0.37500,0.01042,0.18542,1.00000,2.38005,1.14087
ensemble_uncertainty_planner,hidden_strain_memory,0.30,5,8,0.37500,0.13971,0.18859,0.10859,0.62500,0.62500,0.62500,0.00834,0.31875,1.00000,2.41165,1.14663
ensemble_uncertainty_planner,hidden_strain_memory,0.30,6,8,0.50000,0.14484,0.17200,0.09200,0.75000,0.50000,0.25000,0.00625,0.18333,1.00000,2.35902,1.16297
ensemble_uncertainty_planner,hidden_strain_memory,0.30,7,8,0.62500,0.13875,0.13100,0.05100,0.62500,0.37500,0.37500,0.01250,0.19375,1.00000,2.41203,1.13914
ensemble_uncertainty_planner,hidden_strain_memory,0.40,0,8,0.50000,0.14150,0.16662,0.08662,0.62500,0.50000,0.37500,0.00834,0.15000,1.00000,2.41451,1.12762
ensemble_uncertainty_planner,hidden_strain_memory,0.40,1,8,0.62500,0.13859,0.15525,0.07525,0.75000,0.37500,0.25000,0.00834,0.03542,0.87500,2.42647,1.13107
ensemble_uncertainty_planner,hidden_strain_memory,0.40,2,8,0.12500,0.14546,0.21823,0.13520,0.62500,0.87500,0.75000,0.01042,0.35000,1.00000,2.30370,1.17615
ensemble_uncertainty_planner,hidden_strain_memory,0.40,3,8,0.50000,0.14184,0.12114,0.03939,0.62500,0.50000,0.37500,0.00834,0.21875,0.87500,2.42053,1.14540
ensemble_uncertainty_planner,hidden_strain_memory,0.40,4,8,0.50000,0.13601,0.17335,0.09335,0.62500,0.50000,0.37500,0.01042,0.18542,1.00000,2.38005,1.14087
ensemble_uncertainty_planner,hidden_strain_memory,0.40,5,8,0.37500,0.13971,0.18859,0.10859,0.62500,0.62500,0.62500,0.00834,0.31875,1.00000,2.41165,1.14663
ensemble_uncertainty_planner,hidden_strain_memory,0.40,6,8,0.50000,0.14484,0.17200,0.09200,0.75000,0.50000,0.25000,0.00625,0.18333,1.00000,2.35902,1.16297
ensemble_uncertainty_planner,hidden_strain_memory,0.40,7,8,0.62500,0.13875,0.13100,0.05100,0.62500,0.37500,0.37500,0.01250,0.19375,1.00000,2.41203,1.13914
ensemble_uncertainty_planner,occluded_contact_memory,0.10,0,8,0.25000,0.15035,0.21675,0.13675,0.37500,0.75000,0.37500,0.01250,0.19792,0.00000,2.19099,1.06180
ensemble_uncertainty_planner,occluded_contact_memory,0.10,1,8,0.37500,0.13421,0.13812,0.05254,0.62500,0.62500,0.12500,0.00834,0.08333,0.00000,2.28762,1.01423
ensemble_uncertainty_planner,occluded_contact_memory,0.10,2,8,0.50000,0.13681,0.11751,0.03751,0.50000,0.50000,0.12500,0.01042,0.11042,0.12500,2.27516,1.10252
ensemble_uncertainty_planner,occluded_contact_memory,0.10,3,8,0.50000,0.14466,0.13262,0.03863,0.62500,0.50000,0.25000,0.01250,0.00625,0.12500,2.36300,1.06907
ensemble_uncertainty_planner,occluded_contact_memory,0.10,4,8,0.62500,0.13596,0.18246,0.09554,0.75000,0.37500,0.00000,0.01250,0.02708,0.12500,2.14016,1.11311
ensemble_uncertainty_planner,occluded_contact_memory,0.10,5,8,0.37500,0.14653,0.16143,0.05499,0.50000,0.62500,0.25000,0.01042,0.07292,0.12500,2.31585,1.02066
ensemble_uncertainty_planner,occluded_contact_memory,0.10,6,8,0.37500,0.14520,0.17596,0.09596,0.50000,0.62500,0.37500,0.01250,0.15417,0.25000,2.36633,1.08785
ensemble_uncertainty_planner,occluded_contact_memory,0.10,7,8,0.00000,0.14847,0.17014,0.08901,0.50000,1.00000,0.37500,0.01042,0.16458,0.00000,2.21815,1.01805
ensemble_uncertainty_planner,occluded_contact_memory,0.20,0,8,0.12500,0.14518,0.21675,0.13675,0.37500,0.87500,0.62500,0.00625,0.40000,0.87500,2.32652,1.12529
ensemble_uncertainty_planner,occluded_contact_memory,0.20,1,8,0.25000,0.13905,0.13812,0.05254,0.50000,0.75000,0.62500,0.01042,0.31458,1.00000,2.47994,1.13336
ensemble_uncertainty_planner,occluded_contact_memory,0.20,2,8,0.25000,0.14302,0.11751,0.03751,0.37500,0.75000,0.50000,0.01042,0.22083,0.87500,2.36710,1.13528
ensemble_uncertainty_planner,occluded_contact_memory,0.20,3,8,0.50000,0.13900,0.13262,0.03863,0.50000,0.50000,0.37500,0.01250,0.16667,1.00000,2.34852,1.07967
ensemble_uncertainty_planner,occluded_contact_memory,0.20,4,8,0.62500,0.13614,0.18246,0.09554,0.50000,0.37500,0.37500,0.01042,0.09375,1.00000,2.38308,1.09387
ensemble_uncertainty_planner,occluded_contact_memory,0.20,5,8,0.37500,0.14542,0.16143,0.05499,0.37500,0.62500,0.50000,0.01042,0.24792,0.87500,2.46116,1.17395
ensemble_uncertainty_planner,occluded_contact_memory,0.20,6,8,0.25000,0.14205,0.17596,0.09596,0.50000,0.75000,0.62500,0.01250,0.33958,1.00000,2.37915,1.14901
ensemble_uncertainty_planner,occluded_contact_memory,0.20,7,8,0.37500,0.13772,0.17014,0.08901,0.62500,0.62500,0.50000,0.01042,0.23542,0.75000,2.53753,1.15053
ensemble_uncertainty_planner,occluded_contact_memory,0.30,0,8,0.12500,0.14518,0.21675,0.13675,0.37500,0.87500,0.62500,0.00625,0.40000,0.87500,2.32652,1.12529
ensemble_uncertainty_planner,occluded_contact_memory,0.30,1,8,0.25000,0.13905,0.13812,0.05254,0.50000,0.75000,0.62500,0.01042,0.31458,1.00000,2.47994,1.13336
ensemble_uncertainty_planner,occluded_contact_memory,0.30,2,8,0.25000,0.14302,0.11751,0.03751,0.37500,0.75000,0.50000,0.01042,0.22083,0.87500,2.36710,1.13528
ensemble_uncertainty_planner,occluded_contact_memory,0.30,3,8,0.50000,0.13900,0.13262,0.03863,0.50000,0.50000,0.37500,0.01250,0.16667,1.00000,2.34852,1.07967
ensemble_uncertainty_planner,occluded_contact_memory,0.30,4,8,0.62500,0.13614,0.18246,0.09554,0.50000,0.37500,0.37500,0.01042,0.09375,1.00000,2.38308,1.09387
ensemble_uncertainty_planner,occluded_contact_memory,0.30,5,8,0.37500,0.14542,0.16143,0.05499,0.37500,0.62500,0.50000,0.01042,0.24792,0.87500,2.46116,1.17395
ensemble_uncertainty_planner,occluded_contact_memory,0.30,6,8,0.25000,0.14205,0.17596,0.09596,0.50000,0.75000,0.62500,0.01250,0.33958,1.00000,2.37915,1.14901
ensemble_uncertainty_planner,occluded_contact_memory,0.30,7,8,0.37500,0.13772,0.17014,0.08901,0.62500,0.62500,0.50000,0.01042,0.23542,0.75000,2.53753,1.15053
ensemble_uncertainty_planner,occluded_contact_memory,0.40,0,8,0.12500,0.14518,0.21675,0.13675,0.37500,0.87500,0.62500,0.00625,0.40000,0.87500,2.32652,1.12529
ensemble_uncertainty_planner,occluded_contact_memory,0.40,1,8,0.25000,0.13905,0.13812,0.05254,0.50000,0.75000,0.62500,0.01042,0.31458,1.00000,2.47994,1.13336
ensemble_uncertainty_planner,occluded_contact_memory,0.40,2,8,0.25000,0.14302,0.11751,0.03751,0.37500,0.75000,0.50000,0.01042,0.22083,0.87500,2.36710,1.13528
ensemble_uncertainty_planner,occluded_contact_memory,0.40,3,8,0.50000,0.13900,0.13262,0.03863,0.50000,0.50000,0.37500,0.01250,0.16667,1.00000,2.34852,1.07967
ensemble_uncertainty_planner,occluded_contact_memory,0.40,4,8,0.62500,0.13614,0.18246,0.09554,0.50000,0.37500,0.37500,0.01042,0.09375,1.00000,2.38308,1.09387
ensemble_uncertainty_planner,occluded_contact_memory,0.40,5,8,0.37500,0.14542,0.16143,0.05499,0.37500,0.62500,0.50000,0.01042,0.24792,0.87500,2.46116,1.17395
ensemble_uncertainty_planner,occluded_contact_memory,0.40,6,8,0.25000,0.14205,0.17596,0.09596,0.50000,0.75000,0.62500,0.01250,0.33958,1.00000,2.37915,1.14901
ensemble_uncertainty_planner,occluded_contact_memory,0.40,7,8,0.37500,0.13772,0.17014,0.08901,0.62500,0.62500,0.50000,0.01042,0.23542,0.75000,2.53753,1.15053
oracle_latent_state,combined_memory_stress,0.10,0,8,0.87500,0.12908,0.00000,0.00000,1.00000,0.12500,0.12500,0.03958,0.04375,0.00000,2.14328,1.16369
oracle_latent_state,combined_memory_stress,0.10,1,8,0.87500,0.12351,0.00000,0.00000,1.00000,0.12500,0.00000,0.01458,0.03125,0.00000,2.03921,0.83253
oracle_latent_state,combined_memory_stress,0.10,2,8,0.75000,0.13141,0.00000,0.00000,1.00000,0.25000,0.00000,0.01667,0.02500,0.00000,2.03928,0.94917
oracle_latent_state,combined_memory_stress,0.10,3,8,0.87500,0.13572,0.00000,0.00000,1.00000,0.12500,0.00000,0.02292,0.09167,0.00000,2.07247,0.99859
oracle_latent_state,combined_memory_stress,0.10,4,8,0.87500,0.13370,0.00000,0.00000,1.00000,0.12500,0.12500,0.03125,0.09167,0.00000,2.14874,1.06399
oracle_latent_state,combined_memory_stress,0.10,5,8,0.75000,0.13331,0.00000,0.00000,1.00000,0.25000,0.00000,0.02917,0.06042,0.00000,2.14947,1.06533
oracle_latent_state,combined_memory_stress,0.10,6,8,0.87500,0.14054,0.00000,0.00000,1.00000,0.12500,0.00000,0.02083,0.06458,0.00000,2.08632,0.89807
oracle_latent_state,combined_memory_stress,0.10,7,8,0.75000,0.13388,0.00000,0.00000,1.00000,0.25000,0.12500,0.01875,0.15625,0.00000,1.94039,0.94039
oracle_latent_state,combined_memory_stress,0.20,0,8,0.87500,0.12908,0.00000,0.00000,1.00000,0.12500,0.12500,0.03958,0.04375,0.00000,2.14328,1.16369
oracle_latent_state,combined_memory_stress,0.20,1,8,0.87500,0.12351,0.00000,0.00000,1.00000,0.12500,0.00000,0.01458,0.03125,0.00000,2.03921,0.83253
oracle_latent_state,combined_memory_stress,0.20,2,8,0.75000,0.13141,0.00000,0.00000,1.00000,0.25000,0.00000,0.01667,0.02500,0.00000,2.03928,0.94917
oracle_latent_state,combined_memory_stress,0.20,3,8,0.87500,0.13095,0.00000,0.00000,1.00000,0.12500,0.00000,0.02708,0.10417,0.00000,2.10026,0.99800
oracle_latent_state,combined_memory_stress,0.20,4,8,0.87500,0.13370,0.00000,0.00000,1.00000,0.12500,0.12500,0.03125,0.09167,0.00000,2.14874,1.06399
oracle_latent_state,combined_memory_stress,0.20,5,8,0.75000,0.13263,0.00000,0.00000,1.00000,0.25000,0.00000,0.03125,0.06042,0.00000,2.15229,1.07476
oracle_latent_state,combined_memory_stress,0.20,6,8,0.87500,0.14054,0.00000,0.00000,1.00000,0.12500,0.00000,0.02083,0.06458,0.00000,2.08632,0.89807
oracle_latent_state,combined_memory_stress,0.20,7,8,0.75000,0.13388,0.00000,0.00000,1.00000,0.25000,0.12500,0.01875,0.15625,0.00000,1.94039,0.94039
oracle_latent_state,combined_memory_stress,0.30,0,8,0.87500,0.12908,0.00000,0.00000,1.00000,0.12500,0.12500,0.03958,0.04375,0.00000,2.14328,1.16369
oracle_latent_state,combined_memory_stress,0.30,1,8,0.87500,0.12351,0.00000,0.00000,1.00000,0.12500,0.00000,0.01458,0.03125,0.00000,2.03921,0.83253
oracle_latent_state,combined_memory_stress,0.30,2,8,0.75000,0.13141,0.00000,0.00000,1.00000,0.25000,0.00000,0.01667,0.02500,0.00000,2.03928,0.94917
oracle_latent_state,combined_memory_stress,0.30,3,8,0.87500,0.13095,0.00000,0.00000,1.00000,0.12500,0.00000,0.02708,0.10417,0.00000,2.10026,0.99800
oracle_latent_state,combined_memory_stress,0.30,4,8,0.87500,0.13370,0.00000,0.00000,1.00000,0.12500,0.12500,0.03125,0.09167,0.00000,2.14874,1.06399
oracle_latent_state,combined_memory_stress,0.30,5,8,0.75000,0.13263,0.00000,0.00000,1.00000,0.25000,0.00000,0.03125,0.06042,0.00000,2.15229,1.07476
oracle_latent_state,combined_memory_stress,0.30,6,8,0.87500,0.14054,0.00000,0.00000,1.00000,0.12500,0.00000,0.02083,0.06458,0.00000,2.08632,0.89807
oracle_latent_state,combined_memory_stress,0.30,7,8,0.75000,0.13388,0.00000,0.00000,1.00000,0.25000,0.12500,0.01875,0.15625,0.00000,1.94039,0.94039
oracle_latent_state,combined_memory_stress,0.40,0,8,0.87500,0.12908,0.00000,0.00000,1.00000,0.12500,0.12500,0.03958,0.04375,0.00000,2.14328,1.16369
oracle_latent_state,combined_memory_stress,0.40,1,8,0.87500,0.12351,0.00000,0.00000,1.00000,0.12500,0.00000,0.01458,0.03125,0.00000,2.03921,0.83253
oracle_latent_state,combined_memory_stress,0.40,2,8,0.75000,0.13141,0.00000,0.00000,1.00000,0.25000,0.00000,0.01667,0.02500,0.00000,2.03928,0.94917
oracle_latent_state,combined_memory_stress,0.40,3,8,0.87500,0.13095,0.00000,0.00000,1.00000,0.12500,0.00000,0.02708,0.10417,0.00000,2.10026,0.99800
oracle_latent_state,combined_memory_stress,0.40,4,8,0.87500,0.13370,0.00000,0.00000,1.00000,0.12500,0.12500,0.03125,0.09167,0.00000,2.14874,1.06399
oracle_latent_state,combined_memory_stress,0.40,5,8,0.75000,0.13263,0.00000,0.00000,1.00000,0.25000,0.00000,0.03125,0.06042,0.00000,2.15229,1.07476
oracle_latent_state,combined_memory_stress,0.40,6,8,0.87500,0.14054,0.00000,0.00000,1.00000,0.12500,0.00000,0.02083,0.06458,0.00000,2.08632,0.89807
oracle_latent_state,combined_memory_stress,0.40,7,8,0.75000,0.13388,0.00000,0.00000,1.00000,0.25000,0.12500,0.01875,0.15625,0.00000,1.94039,0.94039
oracle_latent_state,hidden_strain_memory,0.10,0,8,0.75000,0.12923,0.00000,0.00000,1.00000,0.25000,0.00000,0.00208,0.01250,0.00000,2.10417,0.87890
oracle_latent_state,hidden_strain_memory,0.10,1,8,1.00000,0.11997,0.00000,0.00000,1.00000,0.00000,0.00000,0.00208,0.00000,0.00000,2.05974,0.83461
oracle_latent_state,hidden_strain_memory,0.10,2,8,1.00000,0.12580,0.00000,0.00000,1.00000,0.00000,0.00000,0.00417,0.01875,0.00000,2.19341,0.92856
oracle_latent_state,hidden_strain_memory,0.10,3,8,1.00000,0.12278,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.02917,0.00000,2.09444,0.83800
oracle_latent_state,hidden_strain_memory,0.10,4,8,1.00000,0.12000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.03333,0.00000,2.07507,0.83681
oracle_latent_state,hidden_strain_memory,0.10,5,8,0.62500,0.13449,0.00000,0.00000,1.00000,0.37500,0.12500,0.00417,0.07292,0.00000,2.13298,0.95810
oracle_latent_state,hidden_strain_memory,0.10,6,8,1.00000,0.13332,0.00000,0.00000,1.00000,0.00000,0.00000,0.00417,0.02708,0.00000,2.26184,1.00014
oracle_latent_state,hidden_strain_memory,0.10,7,8,0.87500,0.12939,0.00000,0.00000,1.00000,0.12500,0.00000,0.00000,0.02500,0.00000,2.18601,0.90755
oracle_latent_state,hidden_strain_memory,0.20,0,8,0.75000,0.12923,0.00000,0.00000,1.00000,0.25000,0.00000,0.00208,0.01250,0.00000,2.10417,0.87890
oracle_latent_state,hidden_strain_memory,0.20,1,8,1.00000,0.11997,0.00000,0.00000,1.00000,0.00000,0.00000,0.00208,0.00000,0.00000,2.05974,0.83461
oracle_latent_state,hidden_strain_memory,0.20,2,8,1.00000,0.12580,0.00000,0.00000,1.00000,0.00000,0.00000,0.00417,0.01875,0.00000,2.19341,0.92856
oracle_latent_state,hidden_strain_memory,0.20,3,8,1.00000,0.12278,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.02917,0.00000,2.09444,0.83800
oracle_latent_state,hidden_strain_memory,0.20,4,8,1.00000,0.12000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.03333,0.00000,2.07507,0.83681
oracle_latent_state,hidden_strain_memory,0.20,5,8,0.62500,0.13449,0.00000,0.00000,1.00000,0.37500,0.12500,0.00417,0.07292,0.00000,2.13298,0.95810
oracle_latent_state,hidden_strain_memory,0.20,6,8,1.00000,0.12902,0.00000,0.00000,1.00000,0.00000,0.00000,0.00417,0.04792,0.00000,2.20839,0.94173
oracle_latent_state,hidden_strain_memory,0.20,7,8,0.87500,0.12939,0.00000,0.00000,1.00000,0.12500,0.00000,0.00000,0.02500,0.00000,2.18601,0.90755
oracle_latent_state,hidden_strain_memory,0.30,0,8,0.75000,0.12923,0.00000,0.00000,1.00000,0.25000,0.00000,0.00208,0.01250,0.00000,2.10417,0.87890
oracle_latent_state,hidden_strain_memory,0.30,1,8,1.00000,0.11997,0.00000,0.00000,1.00000,0.00000,0.00000,0.00208,0.00000,0.00000,2.05974,0.83461
oracle_latent_state,hidden_strain_memory,0.30,2,8,1.00000,0.12580,0.00000,0.00000,1.00000,0.00000,0.00000,0.00417,0.01875,0.00000,2.19341,0.92856
oracle_latent_state,hidden_strain_memory,0.30,3,8,1.00000,0.12278,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.02917,0.00000,2.09444,0.83800
oracle_latent_state,hidden_strain_memory,0.30,4,8,1.00000,0.12000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.03333,0.00000,2.07507,0.83681
oracle_latent_state,hidden_strain_memory,0.30,5,8,0.62500,0.13449,0.00000,0.00000,1.00000,0.37500,0.12500,0.00417,0.07292,0.00000,2.13298,0.95810
oracle_latent_state,hidden_strain_memory,0.30,6,8,1.00000,0.12902,0.00000,0.00000,1.00000,0.00000,0.00000,0.00417,0.04792,0.00000,2.20839,0.94173
oracle_latent_state,hidden_strain_memory,0.30,7,8,0.87500,0.12939,0.00000,0.00000,1.00000,0.12500,0.00000,0.00000,0.02500,0.00000,2.18601,0.90755
oracle_latent_state,hidden_strain_memory,0.40,0,8,0.75000,0.12923,0.00000,0.00000,1.00000,0.25000,0.00000,0.00208,0.01250,0.00000,2.10417,0.87890
oracle_latent_state,hidden_strain_memory,0.40,1,8,1.00000,0.11997,0.00000,0.00000,1.00000,0.00000,0.00000,0.00208,0.00000,0.00000,2.05974,0.83461
oracle_latent_state,hidden_strain_memory,0.40,2,8,1.00000,0.12580,0.00000,0.00000,1.00000,0.00000,0.00000,0.00417,0.01875,0.00000,2.19341,0.92856
oracle_latent_state,hidden_strain_memory,0.40,3,8,1.00000,0.12278,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.02917,0.00000,2.09444,0.83800
oracle_latent_state,hidden_strain_memory,0.40,4,8,1.00000,0.12000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.03333,0.00000,2.07507,0.83681
oracle_latent_state,hidden_strain_memory,0.40,5,8,0.62500,0.13449,0.00000,0.00000,1.00000,0.37500,0.12500,0.00417,0.07292,0.00000,2.13298,0.95810
oracle_latent_state,hidden_strain_memory,0.40,6,8,1.00000,0.12902,0.00000,0.00000,1.00000,0.00000,0.00000,0.00417,0.04792,0.00000,2.20839,0.94173
oracle_latent_state,hidden_strain_memory,0.40,7,8,0.87500,0.12939,0.00000,0.00000,1.00000,0.12500,0.00000,0.00000,0.02500,0.00000,2.18601,0.90755
oracle_latent_state,occluded_contact_memory,0.10,0,8,0.87500,0.13730,0.00000,0.00000,1.00000,0.12500,0.00000,0.00834,0.09583,0.00000,2.06060,0.97458
oracle_latent_state,occluded_contact_memory,0.10,1,8,0.75000,0.12783,0.00000,0.00000,1.00000,0.25000,0.00000,0.00625,0.05417,0.00000,2.26975,0.97989
oracle_latent_state,occluded_contact_memory,0.10,2,8,1.00000,0.12809,0.00000,0.00000,1.00000,0.00000,0.00000,0.00625,0.10625,0.00000,2.17448,0.93646
oracle_latent_state,occluded_contact_memory,0.10,3,8,0.87500,0.12569,0.00000,0.00000,1.00000,0.12500,0.00000,0.00417,0.00625,0.00000,2.11802,0.81551
oracle_latent_state,occluded_contact_memory,0.10,4,8,1.00000,0.12299,0.00000,0.00000,1.00000,0.00000,0.00000,0.00625,0.03750,0.00000,2.19968,1.04674
oracle_latent_state,occluded_contact_memory,0.10,5,8,0.75000,0.12497,0.00000,0.00000,1.00000,0.25000,0.00000,0.00417,0.03333,0.00000,2.13627,0.81557
oracle_latent_state,occluded_contact_memory,0.10,6,8,1.00000,0.12725,0.00000,0.00000,1.00000,0.00000,0.00000,0.00833,0.02500,0.00000,2.16589,0.96262
oracle_latent_state,occluded_contact_memory,0.10,7,8,0.75000,0.13217,0.00000,0.00000,1.00000,0.25000,0.00000,0.00208,0.12083,0.00000,2.19925,0.93372
oracle_latent_state,occluded_contact_memory,0.20,0,8,0.87500,0.13268,0.00000,0.00000,1.00000,0.12500,0.00000,0.00834,0.11250,0.00000,2.09240,0.99453
oracle_latent_state,occluded_contact_memory,0.20,1,8,0.75000,0.12783,0.00000,0.00000,1.00000,0.25000,0.00000,0.00625,0.05417,0.00000,2.26975,0.97989
oracle_latent_state,occluded_contact_memory,0.20,2,8,1.00000,0.12809,0.00000,0.00000,1.00000,0.00000,0.00000,0.00625,0.10625,0.00000,2.17448,0.93646
oracle_latent_state,occluded_contact_memory,0.20,3,8,0.87500,0.12569,0.00000,0.00000,1.00000,0.12500,0.00000,0.00417,0.00625,0.00000,2.11802,0.81551
oracle_latent_state,occluded_contact_memory,0.20,4,8,1.00000,0.12299,0.00000,0.00000,1.00000,0.00000,0.00000,0.00625,0.03750,0.00000,2.19968,1.04674
oracle_latent_state,occluded_contact_memory,0.20,5,8,0.75000,0.12497,0.00000,0.00000,1.00000,0.25000,0.00000,0.00417,0.03333,0.00000,2.13627,0.81557
oracle_latent_state,occluded_contact_memory,0.20,6,8,1.00000,0.12725,0.00000,0.00000,1.00000,0.00000,0.00000,0.00833,0.02500,0.00000,2.16589,0.96262
